ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,InvoiceNumber,Reference,InvoiceDate,DueDate,PlannedDate,Total,TaxTotal,InvoiceAmountPaid,InvoiceAmountDue,InventoryItemCode,Description,Quantity,UnitAmount,Discount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Type,Sent,Status,GBP rate,LineAmountGBP,Period,Channel,Country,Region
Sampson Community College,bkemmer@sampsoncc.edu,1801 Sunset Avenue,P.O. Box 318,"Clinton, ",,,NC,28329,US,,,,,,,,,INV-1674,"QU-0928, P.O. SMCCP0020656",6/24/2020,7/24/2020,,5157,0,5157,0,,Freight surcharge,60,6,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Sampson Community College,bkemmer@sampsoncc.edu,1801 Sunset Avenue,P.O. Box 318,"Clinton, ",,,NC,28329,US,,,,,,,,,INV-1674,"QU-0928, P.O. SMCCP0020656",6/24/2020,7/24/2020,,5157,0,5157,0,Delivery,Shipping,1,360,,360,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,263.4698986,Jun-20,Direct,United States,US
Sampson Community College,bkemmer@sampsoncc.edu,1801 Sunset Avenue,P.O. Box 318,"Clinton, ",,,NC,28329,US,,,,,,,,,INV-1674,"QU-0928, P.O. SMCCP0020656",6/24/2020,7/24/2020,,5157,0,5157,0,,"Sampson Community College Phillip WrenchHwy 24West1801 Sunset AvenueClinton, NC 28328United StatesPhone: 910-592-8081",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
ROMA ISD,volivarez@romaisd.com,608 NORTH GARCIA,"ROMA,",956-849-1377,"SHIP TO:ROMA ISD RECEIVING CENTER507 BRAVO BLVDPO BOX 187ROMA, TX 78584Requestor OLGA V GONZALEZ",,TX,78584,US,,,,,,,,,INV-1673,"QU-0924, PO 208193",6/23/2020,7/23/2020,,3238.1,0,3238.1,0,PC0002,HUE HD Pro Camera (Red)*to ship from UK office,36,79.95,,2878.2,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,2106.441839,Jun-20,Direct,United States,US
ROMA ISD,volivarez@romaisd.com,608 NORTH GARCIA,"ROMA,",956-849-1377,"SHIP TO:ROMA ISD RECEIVING CENTER507 BRAVO BLVDPO BOX 187ROMA, TX 78584Requestor OLGA V GONZALEZ",,TX,78584,US,,,,,,,,,INV-1673,"QU-0924, PO 208193",6/23/2020,7/23/2020,,3238.1,0,3238.1,0,AS0001,HUE Animation Studio (Blue)*to ship from US office,2,69.95,,139.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,102.38733,Jun-20,Direct,United States,US
ROMA ISD,volivarez@romaisd.com,608 NORTH GARCIA,"ROMA,",956-849-1377,"SHIP TO:ROMA ISD RECEIVING CENTER507 BRAVO BLVDPO BOX 187ROMA, TX 78584Requestor OLGA V GONZALEZ",,TX,78584,US,,,,,,,,,INV-1673,"QU-0924, PO 208193",6/23/2020,7/23/2020,,3238.1,0,3238.1,0,IN000S,HUE Intuition Software â€“ School LicenseINT5EE75F1F36C2D,1,400,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
ROMA ISD,volivarez@romaisd.com,608 NORTH GARCIA,"ROMA,",956-849-1377,"SHIP TO:ROMA ISD RECEIVING CENTER507 BRAVO BLVDPO BOX 187ROMA, TX 78584Requestor OLGA V GONZALEZ",,TX,78584,US,,,,,,,,,INV-1673,"QU-0924, PO 208193",6/23/2020,7/23/2020,,3238.1,0,3238.1,0,Delivery,Shipping,1,220,,220,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,161.0093825,Jun-20,Direct,United States,US
ROMA ISD,volivarez@romaisd.com,608 NORTH GARCIA,"ROMA,",956-849-1377,"SHIP TO:ROMA ISD RECEIVING CENTER507 BRAVO BLVDPO BOX 187ROMA, TX 78584Requestor OLGA V GONZALEZ",,TX,78584,US,,,,,,,,,INV-1673,"QU-0924, PO 208193",6/23/2020,7/23/2020,,3238.1,0,3238.1,0,,"SHIP TO: ROMA ISD RECEIVING CENTER 507 BRAVO BLVD PO BOX 187 ROMA, TX 78584956-849-7230",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Lake Park Baptist School,mohnmeiss@lpbs.us,625 Park Ave,"Lake Park, ",,,,FL,33403,US,,,,,,,,,INV-1672,"QU-0921, pay be credit card",6/18/2020,7/18/2020,,422.24,0,422.24,0,PC0004,HUE HD Pro Camera (Black)*Color of camera may depend on availability,5,79.95,,399.75,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,292.5613665,Jun-20,Direct,United States,US
Lake Park Baptist School,mohnmeiss@lpbs.us,625 Park Ave,"Lake Park, ",,,,FL,33403,US,,,,,,,,,INV-1672,"QU-0921, pay be credit card",6/18/2020,7/18/2020,,422.24,0,422.24,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,16.45955005,Jun-20,Direct,United States,US
Lake Park Baptist School,mohnmeiss@lpbs.us,625 Park Ave,"Lake Park, ",,,,FL,33403,US,,,,,,,,,INV-1672,"QU-0921, pay be credit card",6/18/2020,7/18/2020,,422.24,0,422.24,0,,The actual shipping cost may differ depending on the availability of freight capacity at the time. We reserve the right to increase the delivery cost based on conditions at time of shipment.,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Lake Park Baptist School,mohnmeiss@lpbs.us,625 Park Ave,"Lake Park, ",,,,FL,33403,US,,,,,,,,,INV-1672,"QU-0921, pay be credit card",6/18/2020,7/18/2020,,422.24,0,422.24,0,,****To send once US restocks,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Mark Twain Elementary,lisa_jarvis@lawndalesd.net,Thelma Gonzalez - Principal,9073 Dalberg St.,"Bellflower, ",,,CA ,90706,US,,,,,,,,,INV-1671,NEEDS REFUND,6/18/2020,7/18/2020,,1273.8,0,1273.8,0,HD0004,HUE HD Camera (Black)*Color of camera may depend on availability,24,49.95,,1198.8,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,877.3547622,Jun-20,Direct,United States,US
Mark Twain Elementary,lisa_jarvis@lawndalesd.net,Thelma Gonzalez - Principal,9073 Dalberg St.,"Bellflower, ",,,CA ,90706,US,,,,,,,,,INV-1671,NEEDS REFUND,6/18/2020,7/18/2020,,1273.8,0,1273.8,0,Delivery,Shipping,1,75,,75,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,54.8895622,Jun-20,Direct,United States,US
Mark Twain Elementary,lisa_jarvis@lawndalesd.net,Thelma Gonzalez - Principal,9073 Dalberg St.,"Bellflower, ",,,CA ,90706,US,,,,,,,,,INV-1671,NEEDS REFUND,6/18/2020,7/18/2020,,1273.8,0,1273.8,0,,The actual shipping cost may differ depending on the availability of freight capacity at the time. We reserve the right to increase the delivery cost based on conditions at time of shipment.,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Wakefield Public Schools,katy.williams@wpsk12.org,60 Farm Rd,"Wakefield, ",,,,MA,01880,US,,,,,,,,,INV-1670,PO 200861-00,6/17/2020,7/17/2020,,89.99,0,89.99,0,UL0005,HUE Animation five user license,1,89.99,,89.99,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,65.86015603,Jun-20,Direct,United States,US
Wakefield Public Schools,katy.williams@wpsk12.org,60 Farm Rd,"Wakefield, ",,,,MA,01880,US,,,,,,,,,INV-1670,PO 200861-00,6/17/2020,7/17/2020,,89.99,0,89.99,0,,HUE5C7FD12DDEC9A,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Wakefield Public Schools,katy.williams@wpsk12.org,60 Farm Rd,"Wakefield, ",,,,MA,01880,US,,,,,,,,,INV-1670,PO 200861-00,6/17/2020,7/17/2020,,89.99,0,89.99,0,,katy.williams@wpsk12.org,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Compass Education Group,bryan@compassprep.com,9100 Wilshire Blvd.,Suite 520E,"Beverly Hills, ",Ph: (800) 685-6986,,CA,90212,US,,,,,,,,,INV-1669,to ship from UK,6/17/2020,7/17/2020,,13716.9,0,13716.9,0,PC0001,HUE HD Pro Camera (Blue),180,79.95,10,12951.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,9478.988276,Jun-20,Direct,United States,US
Compass Education Group,bryan@compassprep.com,9100 Wilshire Blvd.,Suite 520E,"Beverly Hills, ",Ph: (800) 685-6986,,CA,90212,US,,,,,,,,,INV-1669,to ship from UK,6/17/2020,7/17/2020,,13716.9,0,13716.9,0,,FREIGHT SURCHARGE,180,6,100,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,Jun-20,Direct,United States,US
Compass Education Group,bryan@compassprep.com,9100 Wilshire Blvd.,Suite 520E,"Beverly Hills, ",Ph: (800) 685-6986,,CA,90212,US,,,,,,,,,INV-1669,to ship from UK,6/17/2020,7/17/2020,,13716.9,0,13716.9,0,Delivery,Shipping,1,765,,765,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,559.8735344,Jun-20,Direct,United States,US
Syosset CSD,mneamonitakis@syossetschools.org,P.O. Box 9029,,,,Syosset,NY,11791,US,,,,,,,,,INV-1668,"to ship from UK, PO 20-04728",6/15/2020,7/15/2020,,16814,0,16814,0,PC0004,HUE HD Pro Camera (Black),200,79.95,,15990,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,11702.45466,Jun-20,Direct,United States,US
Syosset CSD,mneamonitakis@syossetschools.org,P.O. Box 9029,,,,Syosset,NY,11791,US,,,,,,,,,INV-1668,"to ship from UK, PO 20-04728",6/15/2020,7/15/2020,,16814,0,16814,0,,FREIGHT SURCHARGE,200,6,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Syosset CSD,mneamonitakis@syossetschools.org,P.O. Box 9029,,,,Syosset,NY,11791,US,,,,,,,,,INV-1668,"to ship from UK, PO 20-04728",6/15/2020,7/15/2020,,16814,0,16814,0,Delivery,Shipping,1,824,,824,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,603.0533234,Jun-20,Direct,United States,US
Syosset CSD,mneamonitakis@syossetschools.org,P.O. Box 9029,,,,Syosset,NY,11791,US,,,,,,,,,INV-1668,"to ship from UK, PO 20-04728",6/15/2020,7/15/2020,,16814,0,16814,0,,"Syosset Cenral School District99 Pell LaneSyosset, NY 11791 Attn: Matilda Neamonitakis.",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Wilkinsburg School District,beckfordj@wilkinsburgschools.org,"718 Wallace Avenue,",Wilkinsburg ,,,,PA,15221,US,,,,,,,,,INV-1667,"QU-0916, PO 19000285",12/6/2020,12/7/2020,,7697.5,0,7697.5,0,PC0004,HUE HD Pro Camera (Black)*Color of camera may depend on availability,90,79.95,,7195.5,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,5266.104598,Jun-20,Direct,United States,US
Wilkinsburg School District,beckfordj@wilkinsburgschools.org,"718 Wallace Avenue,",Wilkinsburg ,,,,PA,15221,US,,,,,,,,,INV-1667,"QU-0916, PO 19000285",12/6/2020,12/7/2020,,7697.5,0,7697.5,0,,FRIEGHT SURCHAGRE,90,6,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Wilkinsburg School District,beckfordj@wilkinsburgschools.org,"718 Wallace Avenue,",Wilkinsburg ,,,,PA,15221,US,,,,,,,,,INV-1667,"QU-0916, PO 19000285",12/6/2020,12/7/2020,,7697.5,0,7697.5,0,Delivery,Shipping,1,502,,502,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,367.3941363,Jun-20,Direct,United States,US
Wilkinsburg School District,beckfordj@wilkinsburgschools.org,"718 Wallace Avenue,",Wilkinsburg ,,,,PA,15221,US,,,,,,,,,INV-1667,"QU-0916, PO 19000285",12/6/2020,12/7/2020,,7697.5,0,7697.5,0,,The actual shipping cost may differ depending on the availability of freight capacity at the time. We reserve the right to increase the delivery cost based on conditions at time of shipment.,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Wilkinsburg School District,beckfordj@wilkinsburgschools.org,"718 Wallace Avenue,",Wilkinsburg ,,,,PA,15221,US,,,,,,,,,INV-1667,"QU-0916, PO 19000285",12/6/2020,12/7/2020,,7697.5,0,7697.5,0,,"SHIP TO: Richard Liberto101 Cherrywood DriveNew Kensington, PA 15068contact: Jermaine Beckford412-329-8061beckfordj@wilkinsburgschools.org",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Riverview Intermediate Unit #6,kboyles@riu6.org,270 Mayfield Road,"Clarion, ",,,,PA,16214,US,,,,,,,,,INV-1666,"QU-0898, PO 2000000758",11/6/2020,11/7/2020,,1392.09,0,1392.09,0,AS0001,HUE Animation Studio (Blue),8,69.95,,559.6,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,409.5493201,Jun-20,Direct,United States,US
Riverview Intermediate Unit #6,kboyles@riu6.org,270 Mayfield Road,"Clarion, ",,,,PA,16214,US,,,,,,,,,INV-1666,"QU-0898, PO 2000000758",11/6/2020,11/7/2020,,1392.09,0,1392.09,0,UL000S,HUE Animation site licenseHUE5CA496C83ADC1,1,795,,795,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,581.8293593,Jun-20,Direct,United States,US
Riverview Intermediate Unit #6,kboyles@riu6.org,270 Mayfield Road,"Clarion, ",,,,PA,16214,US,,,,,,,,,INV-1666,"QU-0898, PO 2000000758",11/6/2020,11/7/2020,,1392.09,0,1392.09,0,Delivery,Shipping,1,37.49,,37.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,27.43746249,Jun-20,Direct,United States,US
Riverview Intermediate Unit #6,kboyles@riu6.org,270 Mayfield Road,"Clarion, ",,,,PA,16214,US,,,,,,,,,INV-1666,"QU-0898, PO 2000000758",11/6/2020,11/7/2020,,1392.09,0,1392.09,0,,"RIVERVIEW IU HEADQUARTERS 270 MAYFIELD RDCLARION, PA 16214",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Copiague School District,kurraro@copiague.net,2650 Great Neck Road,Copiague ,,,,NY,11726,US,,,,,,,,,INV-1665,"PO 110232,  to ship from UK",9/6/2020,9/7/2020,,19980,0,19980,0,HD0004,HUE HD Camera (Black)*Color of camera may depend on availability,400,49.95,,19980,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,14622.57937,Jun-20,Direct,United States,US
Copiague School District,kurraro@copiague.net,2650 Great Neck Road,Copiague ,,,,NY,11726,US,,,,,,,,,INV-1665,"PO 110232,  to ship from UK",9/6/2020,9/7/2020,,19980,0,19980,0,,FRIEGHT SURCHARGE,400,6,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Copiague School District,kurraro@copiague.net,2650 Great Neck Road,Copiague ,,,,NY,11726,US,,,,,,,,,INV-1665,"PO 110232,  to ship from UK",9/6/2020,9/7/2020,,19980,0,19980,0,Delivery,Shipping- approved free shipping,1,1147,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Copiague School District,kurraro@copiague.net,2650 Great Neck Road,Copiague ,,,,NY,11726,US,,,,,,,,,INV-1665,"PO 110232,  to ship from UK",9/6/2020,9/7/2020,,19980,0,19980,0,,The actual shipping cost may differ depending on the availability of freight capacity at the time. We reserve the right to increase the delivery cost based on conditions at time of shipment.,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Copiague School District,kurraro@copiague.net,2650 Great Neck Road,Copiague ,,,,NY,11726,US,,,,,,,,,INV-1665,"PO 110232,  to ship from UK",9/6/2020,9/7/2020,,19980,0,19980,0,,"Copiague School District Central Office-Curriculum2650 Great Neck Rd. Copiague, NY 11726Attn: Diolly Gomez631-842-4015 ext 510",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1664,OrderIdkbmXNWY,8/6/2020,8/7/2020,,73.95,0,73.95,0,PC0004,HUE HD Pro Camera (Black),1,79.95,20,63.96,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,46.80981864,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1664,OrderIdkbmXNWY,8/6/2020,8/7/2020,,73.95,0,73.95,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1664,OrderIdkbmXNWY,8/6/2020,8/7/2020,,73.95,0,73.95,0,,"Daniela Willett4611 Windy Brook DriveAustin,TX 78723Email: daniela.willett@austinisd.org",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Broome-Tioga BOCES,kharasta@btboces.org,Broome-Tioga BOCES,435 Glenwood Rd,"Binghamton, ",,,NY ,13905,US,,,,,,,,,INV-1663,"QU-0896, PO 20-06669SL",4/6/2020,4/7/2020,,162.39,0,162.39,0,AS0001,HUE Animation Studio (Blue),2,69.95,,139.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,102.38733,Jun-20,Direct,United States,US
Broome-Tioga BOCES,kharasta@btboces.org,Broome-Tioga BOCES,435 Glenwood Rd,"Binghamton, ",,,NY ,13905,US,,,,,,,,,INV-1663,"QU-0896, PO 20-06669SL",4/6/2020,4/7/2020,,162.39,0,162.39,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,16.45955005,Jun-20,Direct,United States,US
Broome-Tioga BOCES,kharasta@btboces.org,Broome-Tioga BOCES,435 Glenwood Rd,"Binghamton, ",,,NY ,13905,US,,,,,,,,,INV-1663,"QU-0896, PO 20-06669SL",4/6/2020,4/7/2020,,162.39,0,162.39,0,,"Central Receiving Broome Tioga Boces 435 Glenwood Road Binghamton, NY 13905",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1662,to ship from UK,3/6/2020,3/7/2020,,9093,0,9093,0,AS0003,HUE Animation Studio (Green),150,69.95,20,8394,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,6143.239802,Jun-20,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1662,to ship from UK,3/6/2020,3/7/2020,,9093,0,9093,0,Delivery,Shipping,1,699,,699,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,511.5707197,Jun-20,Direct,United States,US
PCS Edventures!,diane@edventures.com,PCS Edventures!,11915 W. Executive Dr. Ste 101,,,Boise,ID,83713,US,,,,,,,,,INV-1662,to ship from UK,3/6/2020,3/7/2020,,9093,0,9093,0,,FREIGHT SURCHARGE,150,6,100,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-1661,"QU-0883, PO 233257",2/6/2020,2/7/2020,,1404.14,0,1404.14,0,PC0004,HUE HD Pro Camera (Black),17,79.95,,1359.15,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,994.7086462,Jun-20,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-1661,"QU-0883, PO 233257",2/6/2020,2/7/2020,,1404.14,0,1404.14,0,Delivery,Shipping,1,44.99,,44.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,32.92641871,Jun-20,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-1661,"QU-0883, PO 233257",2/6/2020,2/7/2020,,1404.14,0,1404.14,0,,The actual shipping cost may differ depending on the availability of freight capacity at the time. We reserve the right to increase the delivery cost based on conditions at time of shipment.,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Roper Mountain Science Center Greenville County Schools,astjohn@greenville.k12.sc.us,402 Roper Mountain Rd,,,,Greenville,SC,29615,US,,,,,,,,,INV-1661,"QU-0883, PO 233257",2/6/2020,2/7/2020,,1404.14,0,1404.14,0,,"SHIP TO:402 Roper Mountain Rd. Greenville, SC 29615",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1660,OrderId   SwnBt5t,2/6/2020,2/7/2020,,65.95,0,65.95,0,AS0001,HUE Animation Studio (Blue),1,69.95,20,55.96,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,40.95493201,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1660,OrderId   SwnBt5t,2/6/2020,2/7/2020,,65.95,0,65.95,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1660,OrderId   SwnBt5t,2/6/2020,2/7/2020,,65.95,0,65.95,0,,"Scott DonnellyCarnegie Elementary School301 Franklin AveCarnegie,PA 15106scott.donnelly@carlynton.k12.pa.us",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1659,OrderId  -jodM3m,2/6/2020,2/7/2020,,214.37,0,214.37,0,PC0001,HUE HD Pro Camera (Blue),1,79.95,20,63.96,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,46.80981864,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1659,OrderId  -jodM3m,2/6/2020,2/7/2020,,214.37,0,214.37,0,PC0004,HUE HD Pro Camera (Black),2,79.95,20,127.92,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,93.61963729,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1659,OrderId  -jodM3m,2/6/2020,2/7/2020,,214.37,0,214.37,0,Delivery,Shipping,1,22.49,,22.49,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,16.45955005,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1659,OrderId  -jodM3m,2/6/2020,2/7/2020,,214.37,0,214.37,0,,"Jonathan HegedusAdams Elementary805 Cary Towne BlvdCary,NC 27511Email: jhegedus@wcpss.net",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,0,Jun-20,Direct,United States,US
Mountain Lake Christian School,hguess@gomlc.org,710 11th St. N.,Box 478,"Mountain Lake,",,,MN ,56159,US,,,,,,,,,INV-1658,"QU-0891, PO Grant0520-02",2/6/2020,2/7/2020,,89.94,0,89.94,0,PC0004,HUE HD Pro Camera (Black)*Color of camera may depend on availability,1,79.95,,79.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,58.51227331,Jun-20,Direct,United States,US
Mountain Lake Christian School,hguess@gomlc.org,710 11th St. N.,Box 478,"Mountain Lake,",,,MN ,56159,US,,,,,,,,,INV-1658,"QU-0891, PO Grant0520-02",2/6/2020,2/7/2020,,89.94,0,89.94,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,7.311289685,Jun-20,Direct,United States,US
Mountain Lake Christian School,hguess@gomlc.org,710 11th St. N.,Box 478,"Mountain Lake,",,,MN ,56159,US,,,,,,,,,INV-1658,"QU-0891, PO Grant0520-02",2/6/2020,2/7/2020,,89.94,0,89.94,0,,The actual shipping cost may differ depending on the availability of freight capacity at the time. We reserve the right to increase the delivery cost based on conditions at time of shipment.,0,0,,0,,,0,,,,,USD,Sales invoice,Sent,Paid,1.36638,0,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1657,OrderIdYf4ugZv,2/6/2020,2/7/2020,,73.95,0,73.95,0,PC0004,HUE HD Pro Camera (Black),1,79.95,20,63.96,4118,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,46.80981864,Jun-20,Direct,United States,US
Adoptaclassroom.org,accountspayable@adoptaclassroom.org,401 2nd Ave N.,Suite 305,"Minneapolis,",,,MN ,55401,US,,,,,,,,,INV-1657,OrderIdYf4ugZv,2/6/2020,2/7/2020,,73.95,0,73.95,0,Delivery,Shipping,1,9.99,,9.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.36638,7.311289685,Jun-20,Direct,United States,US
